Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
IZ13533,Arizona,No,Premium,Bachelor,11/2/2011,Unemployed,M,0,Suburban,Single,114,26,34,0,7,Personal Auto,Personal L3,Offer1,Branch,820.8,Two-Door Car,Large,7912.132168
XW13033,Nevada,No,Basic,College,2/15/11,Employed,M,20961,Suburban,Married,67,20,33,0,2,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Medsize,8009.472833
OR78439,Arizona,Yes,Basic,College,7/2/2011,Employed,M,62464,Urban,Married,109,23,45,0,4,Corporate Auto,Corporate L3,Offer2,Agent,400.181882,Sports Car,Medsize,8658.863813
RC61383,Oregon,No,Basic,High School or Below,1/17/11,Employed,M,28014,Suburban,Single,104,14,37,0,2,Personal Auto,Personal L2,Offer4,Branch,631.594469,SUV,Small,11925.71535
PU21485,Arizona,No,Premium,Bachelor,2/18/11,Unemployed,F,0,Suburban,Single,161,19,71,0,9,Corporate Auto,Corporate L3,Offer1,Call Center,1159.2,SUV,Small,11158.12643
QT27514,California,Yes,Basic,Bachelor,12/1/2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,5318.89664
DY69629,Oregon,Yes,Extended,College,12/2/2011,Employed,F,21604,Suburban,Divorced,79,14,28,0,1,Corporate Auto,Corporate L2,Offer1,Branch,379.2,Four-Door Car,Medsize,3096.511217
EC22495,Oregon,No,Extended,High School or Below,7/2/2011,Employed,M,52082,Suburban,Married,79,2,47,0,1,Personal Auto,Personal L3,Offer4,Branch,379.2,Four-Door Car,Small,3145.456489
XJ26467,California,No,Extended,College,1/29/11,Employed,F,36510,Urban,Married,84,10,36,0,6,Personal Auto,Personal L3,Offer1,Call Center,286.781601,Four-Door Car,Medsize,6721.893743
CV44550,Arizona,No,Premium,College,1/18/11,Unemployed,M,0,Suburban,Single,119,33,58,1,3,Corporate Auto,Corporate L3,Offer1,Call Center,964.51598,Four-Door Car,Small,7559.206998
UF93434,Oregon,No,Basic,College,2/13/11,Employed,F,22050,Suburban,Divorced,66,9,47,0,1,Personal Auto,Personal L3,Offer3,Call Center,316.8,Four-Door Car,Medsize,2548.393565
TN54884,California,No,Basic,College,8/1/2011,Employed,F,39049,Urban,Married,63,30,34,0,2,Personal Auto,Personal L2,Offer2,Agent,294.75626,Two-Door Car,Medsize,14932.09982
CZ35936,California,No,Basic,High School or Below,12/1/2011,Employed,F,54094,Urban,Single,112,9,51,0,4,Corporate Auto,Corporate L2,Offer1,Agent,502.994931,SUV,Medsize,8791.444942
MX93069,Oregon,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L3,Offer2,Branch,600.0,SUV,Medsize,5073.282126
DN14211,Oregon,No,Basic,College,1/17/11,Medical Leave,M,17150,Suburban,Married,65,28,19,0,2,Personal Auto,Personal L2,Offer1,Agent,689.800891,Two-Door Car,Medsize,15032.9003
YK60829,Oregon,Yes,Basic,High School or Below,1/1/2011,Employed,F,92766,Suburban,Married,71,17,15,0,2,Corporate Auto,Corporate L1,Offer2,Agent,379.029102,Two-Door Car,Large,20096.89337
CI38330,Washington,No,Basic,Bachelor,12/2/2011,Employed,M,72217,Rural,Married,64,13,15,0,1,Personal Auto,Personal L2,Offer2,Branch,91.146661,Four-Door Car,Medsize,2549.786069
VM34210,Washington,No,Basic,College,1/1/2011,Unemployed,F,0,Urban,Married,101,28,34,0,6,Personal Auto,Personal L2,Offer1,Web,337.617149,SUV,Medsize,7399.032079
BH36570,California,No,Basic,Bachelor,11/1/2011,Employed,M,72208,Suburban,Married,73,3,84,0,8,Personal Auto,Personal L3,Offer1,Branch,350.4,Two-Door Car,Small,5912.783829
NZ19529,Arizona,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,137,18,50,0,1,Personal Auto,Personal L1,Offer2,Agent,1227.458548,SUV,Medsize,4839.107156
OK14812,Nevada,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,2491.317024
BA75404,Oregon,No,Basic,Doctor,1/19/11,Employed,F,77221,Urban,Married,71,2,49,0,7,Personal Auto,Personal L3,Offer2,Call Center,259.591385,Four-Door Car,Medsize,5789.8509
YB70005,Oregon,No,Extended,College,2/1/2011,Employed,M,36225,Rural,Married,123,7,84,0,8,Special Auto,Special L2,Offer1,Branch,221.048602,SUV,Large,9767.936882
IL67915,Arizona,No,Premium,College,12/2/2011,Employed,F,50117,Urban,Single,107,13,98,0,4,Corporate Auto,Corporate L2,Offer1,Branch,462.654347,Four-Door Car,Medsize,8542.218196
RN36393,California,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L2,Offer2,Call Center,480.0,SUV,Medsize,15114.40241
VJ44100,California,No,Basic,Master,2/15/11,Employed,M,90804,Urban,Married,113,29,67,0,5,Personal Auto,Personal L1,Offer2,Call Center,434.09776,Sports Car,Small,9122.92563
MY43761,California,No,Extended,High School or Below,2/23/11,Employed,M,50607,Suburban,Single,137,15,0,0,9,Personal Auto,Personal L2,Offer2,Agent,657.6,SUV,Large,10737.68425
JQ68425,California,No,Basic,College,1/23/11,Employed,M,58236,Rural,Married,108,22,92,0,2,Corporate Auto,Corporate L2,Offer1,Agent,67.253453,SUV,Small,12919.41828
BS91566,Arizona,No,Basic,College,4/2/2011,Employed,F,58161,Rural,Married,68,19,19,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,140.747286,Four-Door Car,Large,5431.219117
YP16210,California,No,Basic,College,2/1/2011,Employed,F,25398,Suburban,Married,74,23,2,0,3,Personal Auto,Personal L3,Offer4,Branch,465.922152,Four-Door Car,Large,5878.447428
GV39658,Arizona,No,Extended,College,1/19/11,Medical Leave,F,10563,Rural,Divorced,121,20,10,0,2,Corporate Auto,Corporate L2,Offer1,Branch,109.814874,SUV,Medsize,13523.12989
MS11057,Oregon,No,Premium,Bachelor,1/31/11,Employed,M,84539,Rural,Married,119,10,71,0,4,Personal Auto,Personal L3,Offer1,Call Center,65.428481,Four-Door Car,Medsize,9587.586583
QX45933,California,No,Basic,Bachelor,2/23/11,Unemployed,M,0,Suburban,Married,62,32,59,0,2,Personal Auto,Personal L1,Offer1,Agent,385.115437,Four-Door Car,Small,17840.19555
PL59209,California,No,Basic,College,1/16/11,Unemployed,F,0,Suburban,Single,73,2,38,3,2,Corporate Auto,Corporate L1,Offer2,Agent,525.6,Four-Door Car,Medsize,6952.651187
DB91647,California,No,Basic,College,2/13/11,Employed,M,99239,Suburban,Single,74,9,14,0,6,Personal Auto,Personal L2,Offer4,Web,379.37884,Four-Door Car,Small,5816.712126
IZ55070,Nevada,No,Basic,High School or Below,7/1/2011,Employed,F,67796,Suburban,Married,69,7,24,4,8,Personal Auto,Personal L2,Offer2,Web,331.2,Four-Door Car,Medsize,5339.488286
PT40521,California,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Corporate Auto,Corporate L1,Offer1,Agent,590.4,SUV,Medsize,4334.064096
WH83589,Arizona,No,Basic,High School or Below,1/17/11,Disabled,F,25448,Suburban,Married,71,11,59,0,2,Personal Auto,Personal L2,Offer4,Web,345.022359,Four-Door Car,Medsize,8458.912476
EZ48947,Nevada,No,Basic,College,1/31/11,Employed,M,67197,Rural,Single,111,2,9,0,2,Special Auto,Special L2,Offer1,Agent,147.948783,SUV,Large,13111.11319
MV69686,Oregon,No,Extended,Doctor,3/1/2011,Employed,F,38500,Urban,Married,99,26,49,1,1,Corporate Auto,Corporate L2,Offer1,Agent,423.286512,Four-Door Car,Large,3982.180708
RU58277,California,No,Basic,Master,1/22/11,Employed,F,72026,Urban,Married,191,22,72,0,6,Corporate Auto,Corporate L2,Offer4,Web,554.926724,Luxury SUV,Small,15485.80378
DN77617,California,No,Basic,College,1/18/11,Employed,F,47306,Rural,Married,74,8,18,0,3,Corporate Auto,Corporate L2,Offer4,Branch,97.723235,Four-Door Car,Medsize,5907.078117
XL90594,California,No,Extended,College,6/1/2011,Employed,F,87473,Urban,Divorced,95,28,7,0,8,Personal Auto,Personal L3,Offer2,Web,448.061777,Four-Door Car,Medsize,7584.361069
CF15252,Arizona,No,Basic,Bachelor,2/25/11,Employed,F,48054,Suburban,Married,109,2,64,0,1,Personal Auto,Personal L1,Offer1,Call Center,523.2,SUV,Medsize,4344.524462
TE49565,Oregon,No,Basic,College,1/17/11,Disabled,F,16552,Suburban,Married,103,23,53,0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small,11833.76732
XM57550,Washington,No,Extended,College,10/2/2011,Disabled,F,29958,Suburban,Married,90,8,77,0,1,Personal Auto,Personal L3,Offer4,Branch,432.0,Four-Door Car,Medsize,3423.973171
DQ19344,California,No,Extended,College,2/24/11,Employed,M,33046,Rural,Married,79,14,26,0,1,Personal Auto,Personal L3,Offer4,Branch,181.538354,Four-Door Car,Medsize,3112.049841
SN16059,California,No,Basic,Master,8/2/2011,Employed,F,29305,Suburban,Married,66,1,38,0,1,Personal Auto,Personal L2,Offer3,Web,475.2,Four-Door Car,Small,2641.446062
FN67085,California,No,Basic,College,8/1/2011,Employed,M,22331,Rural,Divorced,64,11,12,0,1,Corporate Auto,Corporate L3,Offer2,Web,61.20919,Four-Door Car,Medsize,2487.358049
OO96263,Nevada,No,Extended,High School or Below,11/2/2011,Employed,F,45893,Suburban,Married,97,3,75,0,2,Personal Auto,Personal L1,Offer2,Call Center,465.6,Two-Door Car,Medsize,11606.84868
IG94072,Oregon,No,Extended,High School or Below,1/1/2011,Employed,F,75425,Suburban,Married,123,3,49,0,6,Personal Auto,Personal L1,Offer1,Branch,823.798803,Sports Car,Large,9928.874825
OX28638,Arizona,No,Extended,High School or Below,1/21/11,Employed,M,37839,Suburban,Married,86,35,77,0,9,Personal Auto,Personal L3,Offer2,Branch,465.633954,Two-Door Car,Medsize,6806.491395
WA59097,Oregon,No,Basic,College,4/2/2011,Employed,F,40417,Rural,Married,71,34,4,1,8,Personal Auto,Personal L3,Offer3,Agent,130.303439,Four-Door Car,Large,5614.587986
BD13927,California,No,Basic,High School or Below,10/1/2011,Unemployed,F,0,Suburban,Single,62,34,71,0,1,Personal Auto,Personal L2,Offer3,Branch,675.468453,Two-Door Car,Small,2243.473907
YU66872,California,No,Basic,College,1/27/11,Disabled,F,21829,Suburban,Divorced,111,6,59,0,3,Personal Auto,Personal L2,Offer2,Call Center,532.8,Sports Car,Medsize,8579.889155
OC83172,Oregon,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,8256.2978
SC81807,California,No,Basic,College,6/1/2011,Employed,F,32180,Suburban,Married,103,3,28,0,1,Special Auto,Special L2,Offer3,Call Center,558.835255,Sports Car,Small,4095.201692
DZ89536,Oregon,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3,72,3,1,Corporate Auto,Corporate L3,Offer3,Agent,326.281835,Four-Door Car,Medsize,3237.996209
GQ66762,California,No,Basic,College,8/2/2011,Employed,M,33701,Urban,Single,63,16,67,0,5,Personal Auto,Personal L2,Offer3,Agent,171.325856,Four-Door Car,Small,4773.686425
YZ79232,Oregon,No,Basic,Master,5/2/2011,Unemployed,M,0,Urban,Single,67,10,38,0,9,Personal Auto,Personal L3,Offer2,Web,315.215329,Four-Door Car,Medsize,4776.186527
LU63980,Nevada,No,Basic,College,2/22/11,Unemployed,M,0,Suburban,Married,62,0,83,0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Two-Door Car,Large,2219.995914
AY52869,California,Yes,Basic,College,11/2/2011,Retired,M,10621,Suburban,Single,67,28,22,0,5,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Medsize,4386.277558
ZT87452,Oregon,No,Extended,Bachelor,2/19/11,Employed,F,59592,Rural,Divorced,84,8,49,0,1,Personal Auto,Personal L1,Offer2,Web,161.231812,Four-Door Car,Small,3300.607083
SM80235,Oregon,No,Basic,High School or Below,1/29/11,Employed,M,62302,Suburban,Single,70,7,7,0,1,Personal Auto,Personal L2,Offer2,Call Center,504.0,Four-Door Car,Small,2746.921502
CM42637,Oregon,No,Basic,Bachelor,10/2/2011,Disabled,M,23129,Suburban,Married,70,10,74,0,2,Personal Auto,Personal L2,Offer1,Agent,491.65337,Four-Door Car,Medsize,7880.337212
PR41853,Arizona,No,Basic,Bachelor,2/1/2011,Unemployed,F,0,Rural,Married,118,18,91,0,1,Corporate Auto,Corporate L2,Offer1,Agent,101.826804,Sports Car,Medsize,4358.553534
RY38931,Arizona,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize,5528.212807
IE57921,California,Yes,Extended,Bachelor,10/1/2011,Medical Leave,F,13037,Suburban,Married,124,28,49,0,1,Personal Auto,Personal L2,Offer2,Agent,839.348464,SUV,Small,4726.869327
IU32539,California,No,Extended,Bachelor,12/2/2011,Employed,F,50886,Suburban,Single,95,25,9,1,9,Personal Auto,Personal L1,Offer4,Branch,620.10464,Two-Door Car,Medsize,7282.221435
HX41374,California,No,Extended,High School or Below,1/14/11,Employed,M,72988,Rural,Married,127,6,77,0,2,Personal Auto,Personal L3,Offer3,Call Center,276.503559,SUV,Medsize,15234.7459
XO46388,California,No,Basic,Bachelor,1/25/11,Disabled,F,22594,Suburban,Married,67,22,41,0,3,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,5146.80976
OQ43721,Oregon,No,Basic,High School or Below,1/22/11,Disabled,F,26540,Suburban,Married,69,15,4,0,1,Personal Auto,Personal L2,Offer2,Branch,378.432035,Four-Door Car,Medsize,2648.471057
YT84266,Oregon,No,Basic,College,2/17/11,Employed,M,29256,Suburban,Married,63,33,41,0,5,Personal Auto,Personal L1,Offer4,Branch,302.4,Four-Door Car,Medsize,4918.916267
OP75571,Arizona,No,Basic,College,2/24/11,Employed,F,40635,Suburban,Divorced,102,4,45,0,6,Personal Auto,Personal L3,Offer3,Call Center,489.6,SUV,Medsize,8012.841201
PT46181,California,No,Basic,College,1/26/11,Employed,M,65176,Suburban,Married,62,24,32,0,1,Personal Auto,Personal L3,Offer2,Branch,297.6,Four-Door Car,Medsize,2471.145145
XJ92660,Nevada,No,Basic,Master,7/2/2011,Employed,F,79814,Rural,Married,62,18,50,0,3,Personal Auto,Personal L2,Offer4,Branch,31.553152,Four-Door Car,Medsize,5017.851448
SD41771,California,No,Premium,High School or Below,1/26/11,Employed,M,49259,Suburban,Single,144,35,36,0,2,Personal Auto,Personal L3,Offer3,Call Center,820.431905,Sports Car,Medsize,44520.13577
SC70396,Oregon,No,Extended,Bachelor,1/17/11,Employed,M,58484,Rural,Divorced,88,15,65,1,1,Personal Auto,Personal L1,Offer1,Web,43.542559,Two-Door Car,Medsize,3498.773857
GS50147,Oregon,No,Basic,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,73,7,60,0,3,Personal Auto,Personal L3,Offer1,Agent,794.874636,Two-Door Car,Small,5234.780561
KO26461,Arizona,No,Extended,High School or Below,2/27/11,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Personal L2,Offer1,Agent,289.904105,Four-Door Car,Medsize,32269.85139
CP76842,Nevada,No,Extended,College,2/14/11,Employed,F,95438,Rural,Married,83,25,76,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,99.223092,Two-Door Car,Medsize,3352.87052
FG96614,California,No,Extended,Doctor,10/1/2011,Employed,F,22361,Suburban,Married,95,15,42,0,2,Personal Auto,Personal L3,Offer4,Agent,530.667993,Four-Door Car,Small,11302.60169
LQ24783,Oregon,No,Extended,Doctor,10/1/2011,Employed,F,80590,Rural,Married,76,26,4,0,3,Corporate Auto,Corporate L3,Offer4,Agent,104.06843,Four-Door Car,Medsize,6162.19867
UB87714,Oregon,No,Extended,Master,1/27/11,Employed,M,72885,Rural,Divorced,124,35,88,2,6,Personal Auto,Personal L2,Offer1,Branch,233.676034,SUV,Medsize,9667.129686
SM54927,Washington,No,Extended,Bachelor,1/26/11,Unemployed,F,0,Rural,Married,93,34,32,0,9,Personal Auto,Personal L2,Offer1,Call Center,13.073952,Four-Door Car,Medsize,6739.664992
CE41738,Oregon,No,Basic,College,1/21/11,Employed,F,77748,Rural,Married,72,1,51,0,1,Personal Auto,Personal L3,Offer2,Branch,7.214579,Two-Door Car,Medsize,2885.002508
FH85960,Oregon,No,Premium,College,3/1/2011,Employed,M,42780,Suburban,Divorced,113,10,27,1,2,Personal Auto,Personal L2,Offer1,Call Center,542.4,Four-Door Car,Medsize,31221.7481
CD14267,Nevada,No,Premium,College,12/2/2011,Employed,M,60334,Rural,Married,106,5,67,0,1,Corporate Auto,Corporate L3,Offer2,Web,111.164747,Four-Door Car,Large,4235.183999
HE29300,California,No,Basic,College,1/14/11,Employed,M,41104,Urban,Married,109,4,10,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,440.030847,SUV,Large,38545.70689
ZA83961,Washington,No,Extended,High School or Below,1/20/11,Employed,M,75203,Suburban,Single,80,0,13,1,2,Corporate Auto,Corporate L2,Offer1,Call Center,384.0,Four-Door Car,Medsize,12682.25069
DE18949,Oregon,No,Basic,College,1/16/11,Employed,F,57029,Rural,Married,68,24,97,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,135.788525,Two-Door Car,Small,16344.60809
JG83075,California,No,Extended,College,2/21/11,Unemployed,F,0,Suburban,Single,95,15,8,0,5,Corporate Auto,Corporate L3,Offer1,Agent,684.0,Four-Door Car,Medsize,6725.043747
LT72149,Nevada,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L2,Offer2,Web,1027.000029,SUV,Medsize,5619.689084
RJ80405,Arizona,No,Basic,Bachelor,1/22/11,Employed,M,33191,Suburban,Married,70,9,80,0,9,Personal Auto,Personal L1,Offer3,Branch,443.53718,Four-Door Car,Medsize,5498.661301
CQ76030,Oregon,No,Extended,High School or Below,2/1/2011,Disabled,M,26514,Suburban,Married,91,16,58,0,3,Personal Auto,Personal L3,Offer2,Agent,655.2,Four-Door Car,Small,6974.922464
QL80621,Oregon,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Divorced,62,6,2,0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Four-Door Car,Medsize,2249.874803
CY45848,Oregon,No,Premium,Bachelor,1/30/11,Employed,F,82214,Rural,Married,106,11,19,1,1,Personal Auto,Personal L1,Offer3,Branch,239.143671,Four-Door Car,Medsize,4273.587765
JL95389,California,No,Basic,Bachelor,2/1/2011,Employed,F,62922,Suburban,Married,194,26,80,0,7,Corporate Auto,Corporate L3,Offer1,Agent,1121.633645,Luxury Car,Medsize,15558.44195
OZ58610,Arizona,No,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Single,109,30,87,0,4,Personal Auto,Personal L3,Offer2,Branch,784.8,SUV,Medsize,7575.647415
OU81877,Oregon,No,Basic,High School or Below,9/1/2011,Unemployed,M,0,Suburban,Married,64,10,16,0,6,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,4726.963307
BK47926,California,No,Extended,High School or Below,7/2/2011,Employed,M,98118,Suburban,Single,83,28,68,3,3,Personal Auto,Personal L3,Offer2,Branch,398.4,Four-Door Car,Small,6375.079233
MV81355,California,Yes,Basic,High School or Below,10/1/2011,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize,8819.018934
YF26585,Nevada,No,Basic,High School or Below,2/20/11,Employed,M,92324,Suburban,Married,119,5,46,2,1,Corporate Auto,Corporate L3,Offer1,Agent,603.110961,Sports Car,Large,4758.470236
VQ47100,Washington,No,Basic,High School or Below,1/28/11,Employed,F,67436,Suburban,Married,61,6,28,0,4,Personal Auto,Personal L2,Offer2,Web,292.8,Four-Door Car,Medsize,4894.986713
FZ79470,Arizona,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Married,74,13,30,0,4,Personal Auto,Personal L2,Offer3,Web,355.2,Four-Door Car,Medsize,5395.346288
XF57481,Washington,No,Extended,Master,1/19/11,Employed,M,50450,Rural,Single,90,11,68,0,2,Personal Auto,Personal L3,Offer4,Branch,135.892444,Two-Door Car,Medsize,10640.93932
VP89545,Arizona,No,Basic,College,1/2/2011,Unemployed,M,0,Suburban,Married,61,8,78,0,9,Personal Auto,Personal L3,Offer1,Web,292.8,Four-Door Car,Medsize,4522.883533
TO87218,California,No,Basic,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,106,7,44,0,4,Personal Auto,Personal L2,Offer1,Web,508.8,Sports Car,Medsize,7413.386729
QX84389,California,No,Basic,Master,2/25/11,Employed,M,71499,Suburban,Married,112,25,61,0,5,Corporate Auto,Corporate L3,Offer3,Agent,537.6,Sports Car,Small,9024.199159
SH60585,Nevada,No,Basic,High School or Below,1/29/11,Employed,F,65538,Urban,Married,72,24,86,0,3,Personal Auto,Personal L3,Offer4,Web,261.341223,Four-Door Car,Small,5799.063709
FP67680,California,No,Extended,High School or Below,1/20/11,Medical Leave,M,15323,Suburban,Married,128,30,61,0,1,Personal Auto,Personal L3,Offer1,Agent,614.4,SUV,Medsize,4772.931526
JK55587,California,No,Basic,High School or Below,2/20/11,Medical Leave,M,23082,Suburban,Married,65,18,90,0,7,Special Auto,Special L3,Offer1,Branch,312.0,Four-Door Car,Large,5075.66267
MF19231,California,No,Extended,Master,2/22/11,Employed,M,28377,Suburban,Married,94,26,99,0,3,Personal Auto,Personal L1,Offer2,Call Center,451.2,Four-Door Car,Medsize,7434.675149
OP70207,Oregon,No,Extended,College,2/14/11,Employed,M,37934,Urban,Divorced,137,2,58,1,8,Personal Auto,Personal L3,Offer1,Call Center,385.440163,Sports Car,Medsize,10506.88413
SY17488,Arizona,No,Extended,College,5/2/2011,Employed,F,46623,Suburban,Divorced,91,1,53,0,3,Corporate Auto,Corporate L3,Offer3,Call Center,436.8,Four-Door Car,Small,7164.395543
DM95829,California,No,Basic,College,2/24/11,Medical Leave,M,16244,Suburban,Married,68,4,85,0,1,Personal Auto,Personal L3,Offer4,Call Center,623.223617,Two-Door Car,Medsize,2523.959554
VI14730,Oregon,Yes,Basic,High School or Below,4/2/2011,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal Auto,Personal L2,Offer1,Web,561.6,Sports Car,Medsize,8382.630118
HA56889,Nevada,No,Basic,Bachelor,2/1/2011,Unemployed,F,0,Suburban,Single,114,35,9,0,1,Personal Auto,Personal L3,Offer1,Agent,851.031598,Sports Car,Small,3884.8552
QV19964,Oregon,No,Basic,Doctor,1/2/2011,Employed,M,33947,Urban,Married,66,10,48,1,1,Personal Auto,Personal L3,Offer2,Web,192.213037,Four-Door Car,Medsize,2599.2896
RO32883,Oregon,No,Premium,Bachelor,1/20/11,Unemployed,F,0,Rural,Married,117,18,84,4,8,Personal Auto,Personal L3,Offer1,Branch,91.055318,Four-Door Car,Medsize,7804.597655
HN35280,Arizona,No,Basic,Bachelor,2/13/11,Employed,M,82225,Suburban,Divorced,61,24,27,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Two-Door Car,Medsize,2446.664534
PC12390,Nevada,No,Basic,Master,7/2/2011,Employed,M,74960,Rural,Single,69,11,44,1,3,Corporate Auto,Corporate L1,Offer1,Call Center,107.985836,Four-Door Car,Medsize,5507.155471
QK88438,Arizona,No,Basic,College,2/19/11,Employed,F,55289,Rural,Single,67,10,71,0,3,Personal Auto,Personal L3,Offer2,Agent,134.124254,Four-Door Car,Medsize,5323.267311
ZP64637,Arizona,No,Basic,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,110,20,62,0,1,Corporate Auto,Corporate L3,Offer1,Web,792.0,Sports Car,Medsize,3857.770745
HN45134,Arizona,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Personal Auto,Personal L3,Offer2,Branch,174.041566,Four-Door Car,Small,5757.442258
JK68578,California,No,Basic,High School or Below,6/2/2011,Employed,F,83868,Rural,Married,189,30,91,0,7,Corporate Auto,Corporate L2,Offer1,Agent,134.836237,Luxury Car,Medsize,15306.13396
TM12486,Oregon,No,Extended,High School or Below,1/1/2011,Retired,M,28140,Suburban,Single,85,23,5,0,1,Personal Auto,Personal L3,Offer3,Web,612.0,Four-Door Car,Small,2959.950094
TJ58873,Oregon,No,Basic,High School or Below,1/14/11,Employed,M,56900,Urban,Married,68,11,34,0,1,Personal Auto,Personal L3,Offer3,Agent,304.115627,Four-Door Car,Medsize,2748.800067
DA54619,Oregon,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20,44,0,9,Personal Auto,Personal L3,Offer2,Web,542.4,Four-Door Car,Large,9035.671134
VE64781,Arizona,No,Basic,Bachelor,2/14/11,Employed,F,75685,Suburban,Married,73,35,47,0,1,Personal Auto,Personal L3,Offer2,Agent,369.918482,Four-Door Car,Small,2927.07045
GE82737,Nevada,No,Extended,Bachelor,2/14/11,Unemployed,F,0,Suburban,Single,86,19,93,3,5,Personal Auto,Personal L3,Offer1,Agent,619.2,Four-Door Car,Small,5337.352409
UM15297,California,No,Extended,Bachelor,1/27/11,Employed,F,30431,Rural,Married,122,6,16,0,3,Corporate Auto,Corporate L1,Offer3,Call Center,133.4674,SUV,Small,9640.532979
SY48471,California,No,Basic,High School or Below,2/22/11,Employed,F,88692,Urban,Married,64,29,26,0,5,Personal Auto,Personal L2,Offer1,Agent,253.193647,Four-Door Car,Medsize,5163.838813
ZH92587,Oregon,No,Basic,College,2/22/11,Disabled,F,14616,Suburban,Married,107,22,73,0,3,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Medsize,8126.766397
FN66189,Oregon,No,Extended,College,8/2/2011,Employed,F,84376,Rural,Married,96,5,54,0,2,Personal Auto,Personal L3,Offer4,Branch,43.578516,Four-Door Car,Medsize,15417.73444
MD32702,California,No,Basic,Bachelor,6/1/2011,Unemployed,F,0,Suburban,Single,109,25,21,1,1,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize,3573.291869
UV57184,California,No,Basic,Bachelor,1/2/2011,Employed,F,97849,Urban,Married,62,32,45,0,2,Special Auto,Special L3,Offer4,Agent,183.117146,Four-Door Car,Small,7504.685954
CF26207,California,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,7019.177186
OO79691,Arizona,No,Basic,College,2/27/11,Unemployed,F,0,Suburban,Single,111,4,8,0,2,Personal Auto,Personal L3,Offer2,Call Center,1018.808223,SUV,Medsize,11828.61437
ME22430,Nevada,Yes,Basic,Bachelor,9/2/2011,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,2453.570794
ZU71467,Arizona,No,Basic,Bachelor,10/1/2011,Employed,M,45404,Urban,Married,70,13,11,2,6,Corporate Auto,Corporate L3,Offer4,Web,266.144648,Two-Door Car,Medsize,5460.315095
